concept_code,concept_name,concept_chapter,concept_category
W164,"plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, rue ou route",20,W16
W165,"plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, zone de commerce",20,W16
W166,"plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, local industriel et chantier",20,W16
W167,"plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, exploitation agricole",20,W16
W168,"plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, autres lieux précisés",20,W16
W169,"plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, lieu sans précision",20,W16
W17,autre chute d'un niveau à un autre,20,W17
W170,"autre chute d'un niveau à un autre, domicile",20,W17
W171,"autre chute d'un niveau à un autre, établissement collectif",20,W17
W172,"autre chute d'un niveau à un autre, école et lieu public",20,W17
W173,"autre chute d'un niveau à un autre, lieu de sport",20,W17
W174,"autre chute d'un niveau à un autre, rue ou route",20,W17
W175,"autre chute d'un niveau à un autre, zone de commerce",20,W17
W176,"autre chute d'un niveau à un autre, local industriel et chantier",20,W17
W177,"autre chute d'un niveau à un autre, exploitation agricole",20,W17
W178,"autre chute d'un niveau à un autre, autres lieux précisés",20,W17
W179,"autre chute d'un niveau à un autre, lieu sans précision",20,W17
W18,autre chute de plain-pied,20,W18
W180,"autre chute de plain-pied, domicile",20,W18
W181,"autre chute de plain-pied, établissement collectif",20,W18
W182,"autre chute de plain-pied, école et lieu public",20,W18
W183,"autre chute de plain-pied, lieu de sport",20,W18
W184,"autre chute de plain-pied, rue ou route",20,W18
W185,"autre chute de plain-pied, zone de commerce",20,W18
W186,"autre chute de plain-pied, local industriel et chantier",20,W18
W187,"autre chute de plain-pied, exploitation agricole",20,W18
W188,"autre chute de plain-pied, autres lieux précisés",20,W18
W189,"autre chute de plain-pied, lieu sans précision",20,W18
W19,"chute, sans précision",20,W19
W190,"chute, sans précision, domicile",20,W19
W191,"chute, sans précision, établissement collectif",20,W19
W192,"chute, sans précision, école et lieu public",20,W19
W193,"chute, sans précision, lieu de sport",20,W19
W194,"chute, sans précision, rue ou route",20,W19
W195,"chute, sans précision, zone de commerce",20,W19
W196,"chute, sans précision, local industriel et chantier",20,W19
W197,"chute, sans précision, exploitation agricole",20,W19
W198,"chute, sans précision, autres lieux précisés",20,W19
W199,"chute, sans précision, lieu sans précision",20,W19
W20,heurt causé par le lancement ou la chute d'un objet,20,W20
W200,"heurt causé par le lancement ou la chute d'un objet, domicile",20,W20
W201,"heurt causé par le lancement ou la chute d'un objet, établissement collectif",20,W20
W202,"heurt causé par le lancement ou la chute d'un objet, école et lieu public",20,W20
W203,"heurt causé par le lancement ou la chute d'un objet, lieu de sport",20,W20
W204,"heurt causé par le lancement ou la chute d'un objet, rue ou route",20,W20
W205,"heurt causé par le lancement ou la chute d'un objet, zone de commerce",20,W20
W206,"heurt causé par le lancement ou la chute d'un objet, local industriel et chantier",20,W20
W207,"heurt causé par le lancement ou la chute d'un objet, exploitation agricole",20,W20
W208,"heurt causé par le lancement ou la chute d'un objet, autres lieux précisés",20,W20
W209,"heurt causé par le lancement ou la chute d'un objet, lieu sans précision",20,W20
W21,heurt contre ou par du matériel de sport,20,W21
W210,"heurt contre ou par du matériel de sport, domicile",20,W21
W211,"heurt contre ou par du matériel de sport, établissement collectif",20,W21
W212,"heurt contre ou par du matériel de sport, école et lieu public",20,W21
W213,"heurt contre ou par du matériel de sport, lieu de sport",20,W21
W214,"heurt contre ou par du matériel de sport, rue ou route",20,W21
W215,"heurt contre ou par du matériel de sport, zone de commerce",20,W21
W216,"heurt contre ou par du matériel de sport, local industriel et chantier",20,W21
W217,"heurt contre ou par du matériel de sport, exploitation agricole",20,W21
W218,"heurt contre ou par du matériel de sport, autres lieux précisés",20,W21
W219,"heurt contre ou par du matériel de sport, lieu sans précision",20,W21
W22,heurt contre ou par d'autres objets,20,W22
W220,"heurt contre ou par d'autres objets, domicile",20,W22
W221,"heurt contre ou par d'autres objets, établissement collectif",20,W22
W222,"heurt contre ou par d'autres objets, école et lieu public",20,W22
W223,"heurt contre ou par d'autres objets, lieu de sport",20,W22
W224,"heurt contre ou par d'autres objets, rue ou route",20,W22
W225,"heurt contre ou par d'autres objets, zone de commerce",20,W22
W226,"heurt contre ou par d'autres objets, local industriel et chantier",20,W22
W227,"heurt contre ou par d'autres objets, exploitation agricole",20,W22
W228,"heurt contre ou par d'autres objets, autres lieux précisés",20,W22
W229,"heurt contre ou par d'autres objets, lieu sans précision",20,W22
W23,"compression, écrasement ou blocage dans des objets ou entre des objets",20,W23
W230,"compression, écrasement ou blocage dans des objets ou entre des objets, domicile",20,W23
W231,"compression, écrasement ou blocage dans des objets ou entre des objets, établissement collectif",20,W23
W232,"compression, écrasement ou blocage dans des objets ou entre des objets, école et lieu public",20,W23
W233,"compression, écrasement ou blocage dans des objets ou entre des objets, lieu de sport",20,W23
W234,"compression, écrasement ou blocage dans des objets ou entre des objets, rue ou route",20,W23
W235,"compression, écrasement ou blocage dans des objets ou entre des objets, zone de commerce",20,W23
W236,"compression, écrasement ou blocage dans des objets ou entre des objets, local industriel et chantier",20,W23
W237,"compression, écrasement ou blocage dans des objets ou entre des objets, exploitation agricole",20,W23
W238,"compression, écrasement ou blocage dans des objets ou entre des objets, autres lieux précisés",20,W23
W239,"compression, écrasement ou blocage dans des objets ou entre des objets, lieu sans précision",20,W23
W24,"contact avec des dispositifs de levage et de transmission, non classés ailleurs",20,W24
W240,"contact avec des dispositifs de levage et de transmission, non classés ailleurs, domicile",20,W24
W241,"contact avec des dispositifs de levage et de transmission, non classés ailleurs, établissement collectif",20,W24
W242,"contact avec des dispositifs de levage et de transmission, non classés ailleurs, école et lieu public",20,W24
W243,"contact avec des dispositifs de levage et de transmission, non classés ailleurs, lieu de sport",20,W24
W244,"contact avec des dispositifs de levage et de transmission, non classés ailleurs, rue ou route",20,W24
W245,"contact avec des dispositifs de levage et de transmission, non classés ailleurs, zone de commerce",20,W24
W246,"contact avec des dispositifs de levage et de transmission, non classés ailleurs, local industriel et chantier",20,W24
W247,"contact avec des dispositifs de levage et de transmission, non classés ailleurs, exploitation agricole",20,W24
W248,"contact avec des dispositifs de levage et de transmission, non classés ailleurs, autres lieux précisés",20,W24
W249,"contact avec des dispositifs de levage et de transmission, non classés ailleurs, lieu sans précision",20,W24
W25,contact avec du verre tranchant,20,W25
W250,"contact avec du verre tranchant, domicile",20,W25
W251,"contact avec du verre tranchant, établissement collectif",20,W25
W252,"contact avec du verre tranchant, école et lieu public",20,W25
W253,"contact avec du verre tranchant, lieu de sport",20,W25
W254,"contact avec du verre tranchant, rue ou route",20,W25
W255,"contact avec du verre tranchant, zone de commerce",20,W25
W256,"contact avec du verre tranchant, local industriel et chantier",20,W25
W257,"contact avec du verre tranchant, exploitation agricole",20,W25
W258,"contact avec du verre tranchant, autres lieux précisés",20,W25
W259,"contact avec du verre tranchant, lieu sans précision",20,W25
W26,"contact avec un couteau, une épée ou un poignard",20,W26
W260,"contact avec un couteau, une épée ou un poignard, domicile",20,W26
W261,"contact avec un couteau, une épée ou un poignard, établissement collectif",20,W26
W262,"contact avec un couteau, une épée ou un poignard, école et lieu public",20,W26
W263,"contact avec un couteau, une épée ou un poignard, lieu de sport",20,W26
W264,"contact avec un couteau, une épée ou un poignard, rue ou route",20,W26
W265,"contact avec un couteau, une épée ou un poignard, zone de commerce",20,W26
W266,"contact avec un couteau, une épée ou un poignard, local industriel et chantier",20,W26
W267,"contact avec un couteau, une épée ou un poignard, exploitation agricole",20,W26
W268,"contact avec un couteau, une épée ou un poignard, autres lieux précisés",20,W26
W269,"contact avec un couteau, une épée ou un poignard, lieu sans précision",20,W26
W27,contact avec un outil à main non électrique,20,W27
W270,"contact avec un outil à main non électrique, domicile",20,W27
W271,"contact avec un outil à main non électrique, établissement collectif",20,W27
W272,"contact avec un outil à main non électrique, école et lieu public",20,W27
W273,"contact avec un outil à main non électrique, lieu de sport",20,W27
W274,"contact avec un outil à main non électrique, rue ou route",20,W27
W275,"contact avec un outil à main non électrique, zone de commerce",20,W27
W276,"contact avec un outil à main non électrique, local industriel et chantier",20,W27
W277,"contact avec un outil à main non électrique, exploitation agricole",20,W27
W278,"contact avec un outil à main non électrique, autres lieux précisés",20,W27
W279,"contact avec un outil à main non électrique, lieu sans précision",20,W27
W28,contact avec tondeuse à gazon à moteur,20,W28
W280,"contact avec tondeuse à gazon à moteur, domicile",20,W28
W281,"contact avec tondeuse à gazon à moteur, établissement collectif",20,W28
W282,"contact avec tondeuse à gazon à moteur, école et lieu public",20,W28
W283,"contact avec tondeuse à gazon à moteur, lieu de sport",20,W28
W284,"contact avec tondeuse à gazon à moteur, rue ou route",20,W28
W285,"contact avec tondeuse à gazon à moteur, zone de commerce",20,W28
W286,"contact avec tondeuse à gazon à moteur, local industriel et chantier",20,W28
W287,"contact avec tondeuse à gazon à moteur, exploitation agricole",20,W28
W288,"contact avec tondeuse à gazon à moteur, autres lieux précisés",20,W28
W289,"contact avec tondeuse à gazon à moteur, lieu sans précision",20,W28
W29,contact avec d'autres outils manuels électriques et appareils électroménagers,20,W29
W290,"contact avec d'autres outils manuels électriques et appareils électroménagers, domicile",20,W29
